distance (mi),altitude (ft)
43.991,7073
43.996,7060.7
43.999,7067.1
44.004,7085
44.006,7087.6
44.009,7080.6
44.013,7084.8
44.025,7082.3
44.03,7077.3
44.04,7103.2
44.047,7123.1
44.058,7130.7
44.071,7153
44.083,7169.3
44.096,7159.9
44.105,7152.4
44.114,7151.6
44.135,7150
44.154,7139
44.174,7151.9
44.185,7149.8
44.201,7144.6
44.204,7128.6
44.209,7116.3
44.217,7109.9
44.223,7104.5
44.231,7082.3
44.245,7073.5
44.26,7070.9
44.273,7077.4
44.285,7087.6
44.302,7107.8
44.316,7141.1
44.325,7164.7
44.335,7179.8
44.352,7218.1
44.363,7234
44.376,7245.2
44.394,7253.9
44.407,7254.8
44.424,7263.3
44.43,7253
44.438,7252.5
44.452,7263.1
44.464,7258.3
44.48,7296.4
44.489,7313.9
44.499,7315.7
44.514,7325
44.528,7323.3
44.536,7328.8
44.539,7327
44.552,7328.8
44.557,7334
44.575,7349.1
44.595,7365.9
44.627,7391.2
44.652,7408.2
44.67,7430.3
44.686,7434.3
44.698,7427.7
44.72,7425.4
44.737,7421.2
44.744,7416.6
44.751,7415.9
44.769,7434.9
44.784,7434
44.792,7439.3
44.802,7443.6
44.819,7448.5
44.829,7447.9
44.841,7456.5
44.853,7471.8
44.862,7483.3
44.881,7495.2
44.901,7505.9
44.921,7513.6
44.931,7525.4
44.936,7528
44.954,7533.8
44.971,7541.8
44.988,7546.4
45.015,7571.2
45.028,7583.3
45.043,7588.4
45.06,7582.8
45.076,7576.5
45.088,7583.9
45.111,7605.3
45.12,7607.7
45.14,7616.5
45.16,7615.8
45.179,7619.4
45.194,7623.2
45.204,7626.5
45.221,7636.8
45.244,7648.1
45.259,7658.2
45.272,7667.3
45.29,7683.3
45.307,7698.8
45.316,7702
45.327,7696.1
45.33,7694.3
45.354,7698.8
45.365,7699.8
45.381,7697.7
45.403,7692.8
45.404,7692.1
45.409,7685.3
45.416,7672.6
45.425,7671.4
45.444,7656.1
45.46,7651.7
45.468,7651.2
45.481,7654.3
45.492,7650.4
45.499,7650.7
45.505,7650.1
45.508,7642.9
45.518,7641.7
45.528,7641.6
45.54,7646.4
45.554,7643.3
45.573,7638
45.58,7638.3
45.59,7641.1
45.599,7641.6
45.61,7640.6
45.626,7646.4
45.647,7662.2
45.658,7673.8
45.669,7682.9
45.685,7687.2
45.706,7694.5
45.732,7692
45.761,7670.1
45.778,7657.7
45.799,7646.1
45.824,7626.7
45.844,7611
45.87,7600.1
45.894,7577.4
45.917,7553
45.923,7549.2
45.937,7548.8
45.956,7536.2
45.966,7533.8
45.981,7534.8
46,7528.3
46.014,7529.1
46.025,7535.9
46.046,7532.4
46.075,7518.7
46.096,7510.3
46.12,7511.3
46.135,7507
46.149,7499.4
46.162,7501.5
46.183,7494.6
46.197,7496.9
46.215,7497
46.233,7497.4
46.25,7496.6
46.264,7479.2
46.294,7461.3
46.308,7464.3
46.33,7454.5
46.349,7444.1
46.382,7435.8
46.404,7435.7
46.423,7447.3
46.434,7447.5
46.442,7446.6
46.456,7444
46.477,7452
46.488,7464.1
46.507,7481.9
46.529,7482.6
46.552,7487.7
46.567,7495.7
46.579,7510.3
46.589,7522
46.595,7527
46.602,7523.9
46.614,7528.2
46.624,7530.8
46.635,7531.4
46.646,7541.7
46.672,7571.5
46.691,7584.6
46.697,7586.8
46.714,7591.4
46.728,7600.7
46.745,7624
46.766,7641.1
46.791,7648.4
46.809,7644.5
46.825,7643.8
46.85,7666.4
46.872,7681.2
46.9,7695.6
46.921,7702.8
46.949,7722.6
46.974,7728.5
46.986,7727
47.013,7691.4
47.04,7643.8
47.059,7613.4
47.091,7680.6
47.154,7792.4
47.221,7841.3
47.26,7835
47.301,7834.3
47.322,7840.4
47.341,7865.2
47.431,7757.8
47.459,7738.7
47.5,7742.8
47.532,7741.9
47.561,7734.7
47.587,7713.3
47.608,7695.6
47.625,7698.3
47.642,7707.4
47.652,7714.1
47.689,7732.6
47.716,7752.2
47.755,7750
47.785,7764.2
47.82,7753.7
47.845,7752
47.874,7751.4
47.89,7754.9
47.909,7757.5
47.919,7763.5
47.937,7763.4
47.956,7786
47.975,7781
47.989,7787.5
48.024,7794.9
48.049,7794.3
48.077,7780
48.1,7768.6
48.118,7736.6
48.135,7724.4
48.155,7720.4
48.183,7742.2
48.205,7757
48.223,7759
48.242,7761
48.26,7741.3
48.273,7742.3
48.296,7766
48.323,7770.5
48.343,7762.1
48.365,7766.6
48.398,7765.7
48.436,7759.1
48.459,7757.2
48.476,7757.5
48.491,7753.2
48.513,7734.3
48.527,7715.2
48.54,7702.4
48.566,7679.9
48.585,7673.6
48.62,7663.7
48.65,7657.9
48.675,7653.7
48.714,7643.9
48.748,7637.6
48.78,7643
48.812,7643.7
48.821,7638.3
48.854,7616.1
48.878,7599.4
48.908,7589.4
48.942,7577.3
48.954,7572.7
48.97,7568.9
48.989,7556
49.009,7559.1
49.025,7559
49.044,7546.5
49.052,7536.4
49.074,7526.6
49.088,7515.3
49.109,7499
49.132,7482.2
49.155,7468.2
49.166,7460.1
49.182,7458.1
49.199,7450.1
49.224,7452.4
49.241,7448
49.278,7452.9
49.3,7454.2
49.328,7463.3
49.353,7469
49.374,7460.3
49.457,7325.8
49.487,7350.4
49.521,7431.5
49.558,7462.5
49.593,7476.4
49.608,7488.9
49.646,7486.4
49.666,7473.7
49.679,7468.9
49.699,7462.9
49.729,7451.4
49.765,7435.5
49.799,7415.7
49.859,7414.1
49.88,7419.5
49.925,7440.5
49.984,7399.9
50.017,7400.4
50.046,7418.3
50.067,7431
50.094,7446.4
50.119,7448.6
50.15,7457.8
50.175,7475.7
50.197,7478.9
50.222,7474.2
50.246,7474
50.273,7492.8
50.295,7507.5
50.309,7512.4
50.322,7523.1
50.346,7516.3
50.368,7500.5
50.389,7482.5
50.408,7461.9
50.425,7449.1
50.441,7441.8
50.463,7431
50.482,7425.6
50.501,7418.2
50.517,7409.1
50.54,7384.7
50.567,7345.5
50.598,7289.3
50.637,7290.2
50.662,7281
50.702,7274.3
50.738,7282.9
50.768,7288.7
50.797,7298.5
50.815,7302.6
50.845,7317.3
50.849,7320.3
50.851,7318.5
50.877,7323.4
50.939,7315.2
51.014,7347.3
51.062,7339.6
51.123,7348.2
51.205,7366
51.282,7361.4
51.321,7364.1
51.348,7375
51.368,7383.3
51.39,7389.8
51.414,7398.6
51.441,7400.6
51.464,7414.9
51.496,7422.6
51.526,7410.3
51.559,7422.1
51.582,7428.8
51.612,7423.8
51.644,7429.8
51.68,7445.3
51.702,7448
51.726,7452.6
51.753,7464.6
51.815,7476.5
51.857,7486.5
51.901,7498.6
51.966,7503.5
52.01,7513.4
52.043,7519.5
52.082,7530.5
52.11,7547.5
52.203,7596.7
52.257,7623.3
52.323,7648.3
52.363,7656.4
52.389,7681.7
52.41,7698.8
52.44,7722.8
52.454,7730.5
52.471,7732.2
52.479,7742.2
52.506,7765.1
52.524,7772.9
52.55,7800.2
52.587,7837
52.598,7827.2
52.618,7820.8
52.63,7825.1
52.657,7830.6
52.668,7828.8
52.677,7844.7
52.705,7873.4
52.739,7904.3
52.762,7923.3
52.81,7917.6
52.868,7887.4
52.947,7847.9
52.999,7838.9
53.048,7820.1
53.074,7814.1
53.089,7808.6
53.114,7799.1
53.127,7797.3
53.166,7784.1
53.195,7772.5
53.219,7767.3
53.235,7765.7
53.238,7765.2
53.242,7766.5
53.243,7765.7
53.254,7765.6
53.285,7765.9
53.307,7759.6
53.319,7756.8
53.33,7752.1
53.338,7749.7
53.354,7748.5
53.383,7758.1
53.402,7770.5
53.433,7792.7
53.476,7816.1
53.551,7851.8
53.601,7879
53.615,7881.9
53.63,7890.5
53.659,7913.2
53.68,7921.4
53.733,7922.9
53.79,7961.4
53.816,7954.2
53.84,7953.6
53.861,7959.6
53.876,7971.3
53.891,7991.5
53.897,8000.3
53.902,8003.1
53.916,8005
53.93,8000.5
53.945,7996.4
53.955,7995.6
53.97,7975.7
53.979,7975.5
53.985,7974.5
53.991,7977.5
53.997,7983.1
54.002,7982.5
54.013,7989.4
54.03,8004.1
54.048,8022.9
54.074,8042.7
54.089,8050.5
54.113,8064.2
54.139,8075.1
54.167,8082.9
54.175,8085.6
54.182,8091
54.208,8117.6
54.269,8172.2
54.323,8209.3
54.361,8238.4
54.369,8245.7
54.374,8248.9
54.379,8250.5
54.395,8255.2
54.408,8269.4
54.42,8275.8
54.431,8286.2
54.448,8303.7
54.467,8328.1
54.489,8341.2
54.5,8360.3
54.521,8269.1
54.541,8360.3
54.552,8341.2
54.575,8328.1
54.593,8303.7
54.61,8286.2
54.621,8275.8
54.633,8269.4
54.646,8255.2
54.662,8250.5
54.668,8248.9
54.672,8245.7
54.681,8238.4
54.718,8209.3
54.773,8172.2
54.833,8117.6
54.859,8091
54.866,8085.6
54.874,8082.9
54.902,8075.1
54.928,8064.2
54.952,8050.5
54.968,8042.7
54.993,8022.9
55.012,8004.1
55.029,7989.4
55.039,7982.5
55.045,7983.1
55.051,7977.5
55.057,7974.5
55.062,7975.5
55.07,7970.9
55.077,7965
55.088,7954.8
55.097,7949.3
55.105,7939.4
55.119,7928
55.132,7909.1
55.14,7899.2
55.153,7886.2
55.159,7887
55.177,7896.8
55.19,7899.5
55.199,7892.2
55.204,7884.5
55.22,7858.9
55.235,7854.1
55.251,7839.5
55.263,7822.8
55.273,7809.9
55.282,7807.6
55.293,7818.3
55.3,7806.1
55.309,7793.2
55.313,7779.3
55.319,7775.6
55.327,7773.3
55.331,7761.1
55.336,7751.3
55.341,7749.3
55.356,7711.5
55.371,7681.7
55.38,7666.9
55.384,7665
55.388,7669.5
55.396,7675.6
55.406,7686.7
55.41,7689.7
55.419,7675
55.427,7662
55.434,7658.9
55.443,7665.4
55.453,7649.9
55.461,7641.6
55.469,7639.3
55.475,7639.9
55.483,7622.1
55.492,7607.8
55.499,7597.6
55.508,7587.2
55.516,7587.5
55.523,7583.8
55.533,7561.3
55.539,7553.5
55.547,7549.9
55.552,7531.8
55.557,7522.7
55.564,7529.1
55.576,7531.6
55.581,7518.2
55.587,7509.4
55.598,7492.7
55.604,7488.4
55.612,7477.4
55.619,7478.7
55.629,7483.1
55.636,7488.5
55.642,7474.3
55.649,7455.1
55.659,7440.1
55.673,7425.7
55.689,7413.8
55.695,7411.6
55.697,7409.1
55.701,7398.3
55.704,7390.3
55.712,7398.7
55.715,7395.7
55.724,7377.7
55.734,7367.1
55.743,7360.9
55.748,7351.1
55.758,7337.3
55.771,7329
55.778,7310.9
55.79,7301.1
55.796,7292.2
55.805,7283.5
55.814,7260.9
55.826,7268.6
55.841,7289.8
55.854,7255.4
55.862,7243.6
55.876,7209.1
55.886,7178.1
55.89,7166.8
55.897,7160.5
55.904,7161.2
55.908,7150.1
55.912,7138.9
55.919,7143.6
55.926,7130.3
55.928,7125.2
55.942,7126.5
55.954,7118.9
55.964,7112.5
55.966,7106.2
55.969,7104.4
55.976,7096.4
55.987,7079.9
55.994,7062.2
55.998,7048.2
56.011,7033.6
56.017,7016
56.039,6977
56.061,6914.8
56.086,6864
56.12,6801.5
56.149,6773.2
56.175,6742.1
56.191,6731.7
56.201,6701.6
56.209,6679.6
56.22,6658.9
56.236,6633.6
56.244,6627.1
56.25,6620
56.256,6622.2
56.263,6605
56.269,6596.4
56.271,6592.9
56.283,6573.3
56.291,6565.1
56.3,6554.5
56.302,6552
56.308,6547.4
56.315,6547.8
56.321,6550.2
56.325,6548.9
56.332,6539.3
56.342,6532.4
56.353,6520.6
56.363,6515.4
56.384,6492.7
56.397,6476.6
56.405,6469.7
56.411,6472.1
56.42,6463.1
56.431,6448.2
56.451,6425.3
56.471,6400.3
56.474,6399.6
56.486,6391.9
56.496,6380.9
56.506,6377.2
56.525,6367.5
56.544,6356.3
56.553,6353.4
56.574,6330
56.586,6320.7
56.599,6304.4
56.61,6291.2
56.623,6280.1
56.626,6278
56.633,6274.3
56.646,6275.2
56.653,6273
56.671,6264.3
56.685,6255.5
56.693,6249
56.701,6238.9
56.703,6234.6
56.707,6230.4
56.711,6228.3
56.714,6225.4
56.721,6215.9
56.726,6208.9
56.733,6203.2
56.738,6199.7
56.744,6191.9
56.747,6188
56.751,6186
56.755,6183.6
56.76,6182
56.764,6177.1
56.767,6173.3
56.773,6165.4
56.778,6158.6
56.783,6150.7
56.788,6148.4
56.793,6147
56.797,6141.5
56.802,6134.6
56.812,6126.9
56.82,6118.7
56.827,6119.2
56.83,6114.9
56.839,6103.5
56.847,6097.3
56.852,6099.4
56.865,6088.9
56.877,6082.5
56.887,6078
56.898,6066.7
56.906,6058.5
56.915,6054
56.921,6057.4
56.933,6060.6
56.948,6067.1
56.96,6072.3
56.973,6075.2
56.977,6074
56.984,6078.7
56.987,6079.3
56.991,6076.4
56.996,6072.4
57.001,6072.8
57.014,6076
57.023,6084.7
57.029,6084.8
57.044,6086
57.058,6082.9
57.07,6079.6
57.078,6083.7
57.082,6085
57.087,6080.1
57.091,6074.9
57.099,6062.4
57.105,6060.8
57.113,6060.6
57.118,6063.4
57.124,6061.6
57.128,6057.3
57.131,6055.2
57.135,6054.5
57.148,6043.3
57.157,6036.8
57.162,6030.8
57.166,6023.1
57.174,6013.4
57.184,6002.3
57.188,6000.2
57.194,6003.5
57.201,6008
57.207,6005.2
57.211,5997.4
57.218,5991.5
57.224,5985.8
57.229,5980
57.236,5971.9
57.24,5969
57.247,5971.4
57.252,5970
57.26,5962.2
57.27,5956.5
57.279,5955.1
57.295,5941.2
57.313,5930.7
57.333,5915.8
57.353,5898.3
57.365,5888.3
57.376,5882.2
57.383,5882.7
57.389,5878.5
57.409,5865.4
57.418,5858.6
57.432,5844.7
57.45,5824.3
57.465,5808.7
57.477,5800.8
57.49,5792.2
57.506,5778.1
57.515,5770.7
57.52,5768.5
57.531,5761.7
57.542,5754.5
57.547,5750.7
57.555,5748.2
57.564,5747.6
57.573,5747.4
57.587,5744.1
57.598,5740.7
57.603,5740.3
57.61,5742.3
57.621,5742.8
57.628,5740.5
57.636,5741.6
57.644,5744.8
57.649,5744.6
57.658,5741.1
57.663,5737.9
57.671,5730.5
57.674,5729
57.679,5730.3
57.682,5732.3
57.688,5736.7
57.694,5741.3
57.698,5744.7
57.703,5747.7
57.708,5751
57.718,5757.1
57.728,5761.5
57.738,5764.1
57.747,5764.5
57.752,5764.6
57.765,5769.4
57.775,5773.1
57.786,5777.8
57.797,5779.9
57.809,5783.8
57.821,5786.8
57.83,5789.4
57.84,5788.7
57.845,5790.1
57.848,5792.6
57.855,5796.8
57.869,5799.4
57.88,5801.4
57.888,5804.4
57.901,5809.7
57.917,5818.1
57.926,5820.3
57.938,5823
57.951,5820.6
57.961,5819.6
57.972,5818.6
57.985,5818.6
57.995,5818.9
58.001,5820.9
58.007,5822.5
58.014,5825.3
58.025,5831
58.033,5835.6
58.04,5840.1
58.047,5842.1
58.056,5842.8
58.057,5842.9
58.065,5842.9
58.071,5841
58.077,5838.9
58.082,5838.5
58.086,5837.2
58.094,5836.3
58.1,5838
58.106,5839.4
58.116,5842.5
58.121,5843.3
58.128,5845.4
58.134,5846.2
58.14,5847.2
58.144,5847.5
58.152,5848.9
58.156,5849.6
58.161,5848.8
58.169,5848.3
58.176,5848.2
58.207,5838.8
58.213,5837.7
58.22,5836.2
58.224,5835.1
58.237,5832.2
58.244,5830.8
58.251,5829.3
58.284,5827.5
58.297,5824.4
58.307,5820.7
58.312,5819.1
58.323,5815.7
58.354,5805
58.357,5804.3
58.388,5797.3
58.39,5797
58.393,5797
58.396,5797.2
58.428,5804.3
58.431,5805
58.462,5815.7
58.472,5819.1
58.477,5820.7
58.487,5824.4
58.501,5828.8
58.521,5834.1
58.525,5835
58.533,5836.2
58.57,5837.5
58.576,5839
58.591,5843.5
58.599,5845.7
58.614,5852.7
58.62,5858.1
58.633,5867.7
58.637,5870.8
58.652,5881.3
58.659,5885.3
58.663,5888.1
58.692,5915.5
58.696,5918.1
58.705,5926.3
58.713,5931
58.736,5950.3
58.753,5961.1
58.76,5964.4
58.768,5972.3
58.775,5977.9
58.781,5985.2
58.858,6082.6
58.866,6079.1
58.885,6072
58.902,6078.4
58.92,6101.6
58.929,6111.3
58.937,6123.5
58.958,6148.3
58.968,6153.4
58.975,6153.7
58.984,6148.5
58.995,6159.2
59.023,6198.3
59.035,6221.3
59.059,6231.9
59.086,6269.8
59.1,6279.7
59.113,6273.4
59.148,6293.9
59.177,6331.5
59.19,6354
59.205,6370.1
59.21,6380.1
59.22,6392.1
59.234,6388.7
59.243,6392.1
59.268,6434.5
59.291,6455.8
59.321,6492.1
59.335,6510.2
59.351,6533
59.363,6553
59.384,6563.6
59.403,6577.6
59.422,6594.4
59.446,6618.7
59.467,6635.8
59.481,6652.1
59.503,6657
59.523,6650.6
59.538,6671.7
59.545,6687.9
59.564,6706.9
59.588,6733.4
59.608,6730.3
59.631,6770.1
59.651,6786.9
59.661,6781.9
59.673,6835.2
59.696,6863.9
59.712,6852.6
59.728,6843.8
59.737,6829.3
59.75,6866.8
59.762,6905
59.773,6941.2
59.788,6941
59.799,6928.6
59.804,6925.7
59.809,6945.1
59.817,6974.1
59.828,6978.3
59.844,6974.2
59.858,6967.7
59.878,6980.6
59.9,6998.7
59.91,6998.8
59.927,7003.5
59.946,6976.1
59.966,6959
59.994,7027.5
60.011,7043.3
60.028,7090.9
60.036,7082.6
60.058,7121.6
60.068,7130.5
60.085,7151.3
60.093,7149
60.101,7159.4
60.114,7168.2
60.129,7162.1
60.14,7119
60.158,7163.7
60.173,7195
60.188,7204.5
60.198,7207.5
60.206,7209.6
60.219,7230
60.238,7241.1
60.256,7242.8
60.276,7235.2
60.29,7236.6
60.305,7240.7
60.319,7251.7
60.327,7266.2
60.339,7283.2
60.351,7299.7
60.365,7304.2
60.379,7304.5
60.389,7307
60.409,7336.6
60.436,7338.6
60.467,7368.4
60.48,7383.1
60.509,7391.5
60.535,7393.9
60.566,7444.1
60.597,7472.2
60.623,7488.6
60.631,7495.7
60.653,7477.8
60.671,7527.5
60.698,7550.8
60.728,7563.5
60.749,7570
60.761,7587.1
60.798,7616.7
60.825,7640.2
60.864,7629.8
60.874,7634.7
60.903,7683.4
60.934,7697.2
60.956,7730.4
60.986,7751.2
61.016,7742.7
61.021,7746.6
61.054,7798.2
61.073,7805.5
61.092,7809
61.107,7790.3
61.126,7835.5
61.141,7846.1
61.153,7852.3
61.172,7856.8
61.196,7878.4
61.214,7885.9
61.224,7881.2
61.242,7912
61.269,7918.8
61.289,7924.9
61.321,7945.1
61.342,7973.2
61.376,7986
61.403,7997
61.431,8001.8
61.444,8008.3
61.464,8026
61.468,8025.3
61.482,8027.4
61.499,8036
61.534,8051.6
61.544,8066.1
61.578,8082.1
61.584,8089.4
61.596,8099.5
61.618,8116.3
61.625,8120.5
61.629,8122.9
61.634,8123.4
61.637,8122.8
61.645,8122.2
61.656,8124
61.663,8124.6
61.665,8125.5
61.671,8127.1
61.677,8129.8
61.682,8132.8
61.691,8137.3
61.698,8141.6
61.705,8146.5
61.714,8154.8
61.719,8158.3
61.727,8161.8
61.741,8166.9
61.745,8165.8
61.755,8162
61.761,8158
61.767,8152.8
61.777,8148
61.779,8147
61.781,8148
61.79,8152.8
61.797,8158
61.802,8162
61.812,8165.8
61.817,8166.9
61.83,8161.8
61.839,8158.3
61.844,8154.8
61.852,8146.5
61.86,8141.6
61.867,8137.3
61.875,8132.8
61.881,8129.8
61.887,8127.1
61.892,8125.5
61.894,8124.6
61.902,8124
61.913,8122.2
61.92,8122.8
61.923,8123.4
61.929,8122.9
61.936,8131.7
61.949,8141.8
61.966,8138.9
61.973,8133
61.988,8110.6
62.003,8093.9
62.019,8095.4
62.03,8110.1
62.045,8147.3
62.056,8127.3
62.066,8108.4
62.082,8100
62.091,8099.2
62.098,8103.1
62.113,8106.9
62.124,8110.6
62.138,8132.9
62.153,8139.8
62.174,8163.9
62.198,8171.2
62.21,8176.3
62.227,8182.9
62.232,8189.3
62.238,8190.1
62.257,8213.1
62.289,8238
62.309,8261
62.327,8236.3
62.347,8283.9
62.362,8292.2
62.378,8302.5
62.395,8311.1
62.408,8324.6
62.425,8342.9
62.44,8341.9
62.446,8346.5
62.464,8371
62.473,8369.7
62.502,8399.6
62.512,8387.4
62.518,8394.9
62.534,8427.4
62.549,8440.5
62.572,8447.8
62.596,8484.3
62.607,8498
62.618,8503.4
62.643,8491.8
62.649,8504.8
62.665,8527.9
62.677,8545.9
62.686,8560.3
62.7,8571.7
62.705,8573.9
62.71,8579.9
62.725,8582.8
62.735,8580.5
62.741,8579
62.746,8581.9
62.754,8592.3
62.77,8604
62.784,8604.8
62.792,8618.2
62.799,8618.4
62.813,8635.8
62.845,8713.8
62.848,8715.9
62.853,8711
62.861,8728.3
62.88,8734.1
62.883,8736.6
62.886,8733.8
62.905,8728.3
62.913,8711
62.919,8715.9
62.922,8713.8
62.954,8635.8
62.967,8618.4
62.974,8618.2
62.983,8604.8
62.997,8604
63.013,8592.3
63.02,8581.9
63.025,8579
63.032,8580.5
63.042,8582.8
63.057,8579.9
63.062,8573.9
63.066,8571.7
63.081,8560.3
63.09,8545.9
63.102,8527.9
63.118,8504.8
63.124,8491.8
63.149,8503.4
63.159,8498
63.17,8484.3
63.195,8447.8
63.218,8440.5
63.233,8427.4
63.249,8394.9
63.254,8387.4
63.265,8399.6
63.294,8369.7
63.303,8371
63.32,8346.5
63.326,8341.9
63.342,8342.9
63.359,8324.6
63.372,8311.1
63.389,8302.5
63.405,8292.2
63.419,8283.9
63.44,8236.3
63.457,8261
63.477,8238
63.509,8213.1
63.528,8190.1
63.535,8189.3
63.54,8182.9
63.556,8176.3
63.569,8171.2
63.593,8163.9
63.614,8139.8
63.629,8132.9
63.642,8110.6
63.654,8106.9
63.669,8103.1
63.676,8099.2
63.685,8100
63.7,8108.4
63.71,8127.3
63.722,8147.3
63.737,8110.1
63.748,8095.4
63.764,8093.9
63.779,8110.6
63.794,8133
63.801,8138.9
63.817,8141.8
63.831,8131.7
63.838,8122.9
63.842,8120.5
63.849,8116.3
63.871,8099.5
63.883,8089.4
63.889,8082.1
63.922,8066.1
63.933,8051.6
63.968,8036
63.985,8027.4
63.999,8025.3
64.003,8026
64.023,8008.3
64.036,8001.8
64.064,7997
64.091,7986
64.125,7973.2
64.146,7945.1
64.178,7924.9
64.198,7918.8
64.225,7912
64.243,7881.2
64.253,7885.9
64.271,7878.4
64.295,7856.8
64.314,7852.3
64.326,7846.1
64.341,7835.5
64.36,7790.3
64.375,7809
64.394,7805.5
64.413,7798.2
64.446,7746.6
64.451,7742.7
64.481,7751.2
64.511,7730.4
64.533,7697.2
64.564,7683.4
64.593,7634.7
64.603,7629.8
64.642,7640.2
64.669,7616.7
64.706,7587.1
64.718,7570
64.739,7563.5
64.769,7550.8
64.796,7527.5
64.814,7477.8
64.836,7495.7
64.844,7488.6
64.87,7472.2
64.901,7444.1
64.932,7393.9
64.958,7391.5
64.987,7383.1
65,7368.4
65.031,7338.6
65.058,7336.6
65.078,7307
65.087,7304.5
65.102,7304.2
65.116,7299.7
65.128,7283.2
65.14,7266.2
65.148,7251.7
65.162,7240.7
65.177,7236.6
65.191,7235.2
65.211,7242.8
65.229,7241.1
65.248,7230
65.261,7209.6
65.269,7207.5
65.279,7204.5
65.294,7195
65.309,7163.7
65.327,7119
65.338,7162.1
65.353,7168.2
65.366,7159.4
65.374,7149
65.382,7151.3
65.399,7130.5
65.409,7121.6
65.431,7082.6
65.439,7090.9
65.456,7043.3
65.473,7027.5
65.501,6959
65.521,6976.1
65.54,7003.5
65.557,6998.8
65.567,6998.7
65.589,6980.6
65.609,6967.7
65.623,6974.2
65.639,6978.3
65.65,6974.1
65.658,6945.1
65.663,6925.7
65.668,6928.6
65.679,6941
65.694,6941.2
65.705,6905
65.717,6866.8
65.73,6829.3
65.739,6843.8
65.755,6852.6
65.771,6863.9
65.794,6835.2
65.806,6781.9
65.816,6786.9
65.836,6770.1
65.859,6730.3
65.879,6733.4
65.903,6706.9
65.922,6687.9
65.929,6671.7
65.944,6650.6
65.964,6657
65.986,6652.1
66,6635.8
66.021,6618.7
66.045,6594.4
66.064,6577.6
66.083,6563.6
66.104,6553
66.116,6533
66.132,6510.2
66.146,6492.1
66.176,6455.8
66.199,6434.5
66.224,6392.1
66.233,6388.7
66.247,6392.1
66.257,6380.1
66.262,6370.1
66.277,6354
66.29,6331.5
66.319,6293.9
66.354,6273.4
66.367,6279.7
66.381,6269.8
66.408,6231.9
66.432,6221.3
66.444,6198.3
66.472,6159.2
66.483,6148.5
66.492,6153.7
66.499,6153.4
66.509,6148.3
66.53,6123.5
66.538,6111.3
66.547,6101.6
66.565,6078.4
66.582,6072
66.601,6079.1
66.609,6082.6
66.686,5985.2
66.692,5977.9
66.699,5972.3
66.707,5964.4
66.714,5961.1
66.731,5950.3
66.754,5931
66.762,5926.3
66.771,5918.1
66.775,5915.5
66.804,5888.1
66.808,5885.3
66.815,5881.3
66.83,5870.8
66.834,5867.7
66.847,5858.1
66.853,5852.7
66.868,5845.7
66.876,5843.5
66.891,5839
66.897,5837.5
66.934,5836.2
66.942,5835
66.946,5834.1
66.966,5828.8
66.98,5824.4
66.99,5820.7
66.995,5819.1
67.005,5815.7
67.036,5805
67.039,5804.3
67.071,5797.3